CustomerName,Product A,Product B,Product C,Date,Latitude,Longitude,Sales
186011,1,8,0,2020-12-31 10:04,-1.2001832,36.8871435,9
186013,0,2,0,2020-12-31 10:04,-1.2129933,36.893745,2
186014,0,0,1,2020-12-31 10:04,-1.2867567,36.7416583,1
186015,0,0,0,2020-12-31 10:05,-1.2001832,36.8871435,0
186043,0,7,0,2020-12-31 10:09,-1.1833283,36.8999983,7
186052,0,5,0,2020-12-31 10:09,-1.2850199,36.7400452,5
186062,0,0,7,2020-12-31 10:10,-1.1837775,36.9020717,7
186085,0,3,1,2020-12-31 10:13,-1.2118367,36.90346,4
186089,0,3,0,2020-12-31 10:14,-1.28464,36.742,3
186099,0,1,0,2020-12-31 10:15,-1.21167,36.9034433,1
186116,0,1,1,2020-12-31 10:18,-1.2844383,36.7335067,2
186134,0,6,0,2020-12-31 10:21,-1.2008756,36.9104937,6
186149,0,2,0,2020-12-31 10:24,-1.2863958,36.7425636,2
186156,0,20,0,2020-12-31 10:25,-1.290495,36.7401967,20
186157,0,26,0,2020-12-31 10:26,-1.2905,36.7402383,26
186167,0,1,4,2020-12-31 10:27,-1.2272022,36.869955,5
186169,0,3,0,2020-12-31 10:28,-1.2846254,36.7371107,3
186173,0,2,1,2020-12-31 10:28,-1.2117783,36.9034767,3
186187,0,0,3,2020-12-31 10:30,-1.21248984,36.89415359,3
186222,0,0,1,2020-12-31 10:36,-1.2008756,36.9104937,1
186243,0,0,0,2020-12-31 10:40,-1.2328883,36.865855,1
186260,0,1,0,2020-12-31 10:43,-1.2111812,36.8955286,2
186288,0,0,1,2020-12-31 10:51,-1.2110067,36.8955017,1
186310,0,1,0,2020-12-31 10:59,-1.2903917,36.74006,1
186320,0,1,0,2020-12-31 11:00,-1.2114177,36.8959275,1
186324,0,0,1,2020-12-31 11:01,-1.2867567,36.7416583,1
186325,0,13,8,2020-12-31 11:01,-1.2332283,36.87242,21
186356,0,2,0,2020-12-31 11:08,-1.21178,36.8957,2
186359,0,3,0,2020-12-31 11:10,-1.20065,36.9059,3
186379,0,0,1,2020-12-31 11:15,-1.2141025,36.8957624,1
186424,0,30,0,2020-12-31 11:22,-1.2907267,36.7400983,30
186430,0,16,0,2020-12-31 11:23,-1.2904298,36.7401189,16
186434,0,1,0,2020-12-31 11:25,-1.2621568,36.7180037,1
186451,0,5,0,2020-12-31 11:28,-1.2391484,36.7268154,5
186457,0,5,7,2020-12-31 11:28,-1.20038,36.9008,12
186494,0,0,4,2020-12-31 11:38,-1.27149,36.7471067,4
186495,0,1,1,2020-12-31 11:38,-1.2133633,36.89737,2
186508,0,0,2,2020-12-31 11:41,-1.2718067,36.7465233,2
186509,0,60,0,2020-12-31 11:41,-1.289882,36.7396906,60
186514,0,0,0,2020-12-31 11:41,-1.1854467,36.9059771,1
186519,0,4,0,2020-12-31 11:42,-1.290403,36.740142,4
186525,0,3,0,2020-12-31 11:44,-1.27212,36.7461917,3
186531,2,1,1,2020-12-31 11:46,-1.2092236,36.9030811,4
186586,0,7,1,2020-12-31 11:54,-1.2621547,36.7177863,8
186600,0,8,0,2020-12-31 11:58,-1.1990133,36.90177,8
186611,0,6,1,2020-12-31 12:00,-1.2205383,36.7785633,7
186617,0,1,0,2020-12-31 12:01,-1.2212034,36.7789884,1
186626,0,0,1,2020-12-31 12:04,-1.2623045,36.7178476,1
186628,0,5,0,2020-12-31 12:03,-1.2901883,36.7495817,5
186634,0,7,0,2020-12-31 12:04,-1.1995187,36.9031107,7
186636,0,2,0,2020-12-31 12:05,-1.1995179,36.9031456,2
186637,0,2,0,2020-12-31 12:05,-1.2906211,36.7400024,2
186648,0,14,5,2020-12-31 12:07,-1.2915384,36.7404174,19
186655,0,5,0,2020-12-31 12:08,-1.209894,36.8735823,5
186661,0,43,5,2020-12-31 12:10,-1.2904298,36.7401189,48
186666,0,0,1,2020-12-31 12:11,-1.29046,36.7401383,1
186668,0,1,0,2020-12-31 12:12,-1.2904433,36.7400933,1
186669,0,48,6,2020-12-31 12:12,-1.2941706,36.7399247,54
186721,1,2,0,2020-12-31 12:24,-1.1977418,36.7869772,3
186728,0,7,1,2020-12-31 12:28,-1.2007401,36.908985,8
186731,0,10,0,2020-12-31 12:28,-1.2629429,36.7190169,10
186732,0,6,0,2020-12-31 12:28,-1.20421,36.8964,6
186739,0,15,4,2020-12-31 12:30,-1.1827789,36.9034531,19
186779,0,3,0,2020-12-31 12:37,-1.20433235,36.89632416,3
186797,0,2,0,2020-12-31 12:39,-1.2054869,36.8967525,2
186818,0,0,1,2020-12-31 12:44,-1.2174433,36.8868967,1
186830,0,0,0,2020-12-31 12:49,-1.2075317,36.8950567,0
186835,0,11,0,2020-12-31 12:48,-1.1947256,36.7871681,11
186853,0,58,0,2020-12-31 12:52,-1.289882,36.7396906,58
186917,0,6,0,2020-12-31 13:05,-1.19857,36.784245,6
186965,0,0,22,2020-12-31 13:13,-1.290335,36.7400583,22
187012,0,1,0,2020-12-31 13:23,-1.2899283,36.742055,1
187019,0,5,0,2020-12-31 13:25,-1.2906112,36.7396906,5
187032,1,9,0,2020-12-31 13:27,-1.290335,36.7400583,10
187037,0,1,0,2020-12-31 13:27,-1.211777,36.9035003,1
187043,0,1,0,2020-12-31 13:29,-1.2117269,36.9034282,1
187045,0,12,3,2020-12-31 13:29,-1.2906211,36.7400024,15
187050,0,1,0,2020-12-31 13:30,-1.2117269,36.9034282,1
187056,1,8,0,2020-12-31 13:31,-1.2904433,36.7400933,9
187069,0,2,0,2020-12-31 13:33,-1.2117267,36.9034817,2
187072,0,5,0,2020-12-31 13:33,-1.290429,36.740115,5
187073,0,0,1,2020-12-31 13:34,-1.2118367,36.90346,1
187092,0,1,1,2020-12-31 13:37,-1.29053,36.7400867,2
187106,0,6,5,2020-12-31 13:40,-1.2117648,36.9034723,11
187114,1,0,0,2020-12-31 13:41,-1.2088033,36.9041833,1
187125,0,1,1,2020-12-31 13:43,-1.2089667,36.9025983,2
187139,0,2,2,2020-12-31 13:46,-1.2117192,36.9033628,4
187155,81,0,0,2020-12-31 13:48,-1.2913499,36.7398467,81
187160,0,3,1,2020-12-31 13:49,-1.2117656,36.9034659,4
187182,0,3,0,2020-12-31 13:51,-1.2117267,36.9034817,3
187227,0,6,0,2020-12-31 13:58,-1.2063796,36.7843517,6
187254,0,3,0,2020-12-31 14:03,-1.2117972,36.9034667,3
187276,0,26,0,2020-12-31 14:06,-1.2904488,36.7404694,26
187287,0,20,0,2020-12-31 14:08,-1.2907708,36.7395889,20
187301,0,0,0,2020-12-31 14:12,-1.2084977,36.8987353,0
187323,0,0,1,2020-12-31 14:16,-1.20267439,36.90341568,1
187324,0,1,0,2020-12-31 14:17,-1.208552,36.8984736,1
187332,0,4,0,2020-12-31 14:17,-1.2035883,36.90346,4
187341,0,2,0,2020-12-31 14:20,-1.20841098,36.8963623,2
187361,0,0,1,2020-12-31 14:23,-1.2100883,36.89732,1
187408,0,0,0,2020-12-31 14:33,-1.2138783,36.8970433,1
187446,0,10,3,2020-12-31 14:41,-1.20387,36.9041,13
187451,0,0,0,2020-12-31 14:42,-1.2132683,36.8974717,1
187517,2,0,0,2020-12-31 14:55,-1.2077592,36.8956703,2
187536,0,5,0,2020-12-31 14:58,-1.27973,36.7447,5
187543,0,3,0,2020-12-31 14:59,-1.2057146,36.8970394,3
187548,0,30,8,2020-12-31 15:00,-1.2903967,36.74007,38
187551,0,3,0,2020-12-31 15:01,-1.27973333,36.74468167,3
187561,0,1,0,2020-12-31 15:03,-1.28007,36.7447,1
187589,0,1,0,2020-12-31 15:07,-1.2798267,36.7455217,1
187599,0,0,1,2020-12-31 15:10,-1.2797717,36.7455133,1
187614,0,1,0,2020-12-31 15:12,-1.27973,36.7447,1
187615,0,2,2,2020-12-31 15:12,-1.2043027,36.8982797,4
187617,0,1,0,2020-12-31 15:13,-1.20115483,36.9030571,1
187629,0,3,0,2020-12-31 15:14,-1.27973333,36.74468167,3
187645,0,2,0,2020-12-31 15:18,-1.2794,36.746205,2
187664,0,3,0,2020-12-31 15:21,-1.27973333,36.74468167,3
187677,8,0,0,2020-12-31 15:24,-1.2904433,36.7400933,8
187708,3,5,0,2020-12-31 15:29,-1.2048084,36.8995024,8
187722,0,5,0,2020-12-31 15:31,-1.2783144,36.7505053,5
187728,0,3,0,2020-12-31 15:32,-1.2904523,36.7401545,3
187729,0,10,0,2020-12-31 15:34,-1.2783144,36.7505053,10
187735,0,3,0,2020-12-31 15:35,-1.20598972,36.8965683,3
187758,0,16,0,2020-12-31 15:38,-1.2904367,36.74015,16
187770,0,0,1,2020-12-31 15:40,-1.2904182,36.7401235,1
187773,0,1,1,2020-12-31 15:40,-1.20651,36.8943967,2
187775,2,2,0,2020-12-31 15:41,-1.2907267,36.7400983,4
187799,0,10,0,2020-12-31 15:45,-1.2918177,36.7400375,10
187807,0,2,0,2020-12-31 15:46,-1.2907354,36.7400044,2
187831,0,3,0,2020-12-31 15:49,-1.2907267,36.7400983,3
187833,0,15,2,2020-12-31 15:51,-1.290495,36.7401967,17
187840,11,0,0,2020-12-31 15:51,-1.29041,36.7402,13
187852,0,20,1,2020-12-31 15:53,-1.2904493,36.7400683,21
187864,0,3,0,2020-12-31 15:55,-1.2904395,36.7401927,3
187865,0,6,0,2020-12-31 15:55,-1.2040782,36.8933137,6
187881,0,6,0,2020-12-31 15:57,-1.290505,36.7402383,6
187883,2,14,0,2020-12-31 15:58,-1.2904488,36.7404694,16
187891,0,14,0,2020-12-31 16:00,-1.2904683,36.7401733,14
187892,0,46,1,2020-12-31 15:59,-1.2117192,36.9033628,47
187901,0,7,0,2020-12-31 16:01,-1.2903967,36.74007,7
187907,1,0,0,2020-12-31 16:01,-1.2902569,36.7395071,2
187919,0,7,1,2020-12-31 16:04,-1.2918177,36.7400375,8
187927,3,7,0,2020-12-31 16:06,-1.29186,36.7399667,10
187940,0,1,0,2020-12-31 16:09,-1.2907267,36.7400983,1
187947,0,5,0,2020-12-31 16:11,-1.2646704,36.7214996,5
187951,0,3,0,2020-12-31 16:12,-1.2918567,36.7400017,3
187958,0,7,0,2020-12-31 16:13,-1.2920583,36.7403642,7
187966,0,9,0,2020-12-31 16:15,-1.290403,36.740142,9
187968,0,2,0,2020-12-31 16:15,-1.2919682,36.7401383,2
187971,1,6,0,2020-12-31 16:16,-1.2903947,36.7401455,7
187986,0,0,1,2020-12-31 16:19,-1.2904538,36.7398861,1
188003,0,6,0,2020-12-31 16:25,-1.29041,36.7402,6
188007,0,1,0,2020-12-31 16:24,-1.2907702,36.7398838,1
188018,0,0,1,2020-12-31 16:26,-1.2913499,36.7398467,1
188023,0,1,1,2020-12-31 16:27,-1.2904658,36.7401859,2
188025,0,2,1,2020-12-31 16:28,-1.2920639,36.7400274,3
188047,0,2,0,2020-12-31 16:35,-1.290495,36.7401967,2
188049,0,4,1,2020-12-31 16:36,-1.29041,36.7402,5
188064,0,1,0,2020-12-31 16:40,-1.2907354,36.7400044,1
188078,0,11,1,2020-12-31 16:43,-1.290429,36.740115,12
188204,0,4,0,2020-12-31 17:28,-1.2904182,36.7401235,4
188375,0,7,0,2021-01-02 4:57,-1.2904298,36.7401189,7
188389,0,2,0,2021-01-02 5:02,-1.2084562,36.907115,2
188410,0,5,0,2021-01-02 5:11,-1.2783499,36.7505851,5
188414,0,5,1,2021-01-02 5:11,-1.2092883,36.9036733,6
188415,0,2,0,2021-01-02 5:12,-1.209472,36.9037849,2
188422,0,1,1,2021-01-02 5:14,-1.2555408,36.7226012,2
188431,0,3,0,2021-01-02 5:19,-1.2007401,36.908985,3
188445,0,1,0,2021-01-02 5:23,-1.2089633,36.902715,1
188455,0,15,0,2021-01-02 5:28,-1.2763933,36.7551917,15
188475,1,0,0,2021-01-02 5:33,-1.2085233,36.8977583,1
188484,0,5,1,2021-01-02 5:37,-1.2083379,36.8976335,6
188486,0,3,0,2021-01-02 5:38,-1.1982517,36.90284,3
188492,2,1,2,2021-01-02 5:40,-1.19836414,36.90279388,5
188494,0,6,4,2021-01-02 5:41,-1.2103683,36.88599,10
188499,0,2,0,2021-01-02 5:42,-1.208585,36.896275,2
188504,0,5,0,2021-01-02 5:43,-1.19800007,36.90281677,5
188511,0,10,0,2021-01-02 5:46,-1.28079,36.7518883,10
188530,0,0,1,2021-01-02 5:52,-1.2087183,36.8960017,1
188535,0,80,11,2021-01-02 5:53,-1.1862538,36.9065792,91
188542,0,3,1,2021-01-02 5:54,-1.20872331,36.89608002,4
188562,0,6,0,2021-01-02 5:59,-1.2740433,36.7502317,6
188577,0,0,1,2021-01-02 6:03,-1.1995179,36.9031456,1
188583,0,16,1,2021-01-02 6:05,-1.282923,36.7256173,17
188589,0,4,0,2021-01-02 6:06,-1.2830649,36.7258793,4
188592,0,1,0,2021-01-02 6:06,-1.28460833,36.74196667,1
188593,0,2,0,2021-01-02 6:07,-1.2845367,36.7420617,2
188607,0,10,2,2021-01-02 6:09,-1.283855,36.7305717,12
188610,0,1,0,2021-01-02 6:11,-1.222545,36.7808333,1
188614,0,0,2,2021-01-02 6:11,-1.2129,36.8944767,2
188615,0,5,0,2021-01-02 6:11,-1.2105633,36.8857117,5
188625,0,0,2,2021-01-02 6:12,-1.2103573,36.8694998,2
188681,1,4,0,2021-01-02 6:27,-1.264375,36.7521933,5
188693,0,6,0,2021-01-02 6:28,-1.19857,36.784245,6
188694,0,4,4,2021-01-02 6:28,-1.2103383,36.8694083,8
188711,0,0,1,2021-01-02 6:32,-1.2124517,36.8976667,1
188731,0,2,0,2021-01-02 6:39,-1.2344466,36.7464468,2
188754,0,4,0,2021-01-02 6:44,-1.2344466,36.7464468,4
188757,0,2,0,2021-01-02 6:44,-1.290403,36.740142,2
188758,0,3,0,2021-01-02 6:44,-1.29046,36.7401383,3
188760,0,3,0,2021-01-02 6:45,-1.2904576,36.7401498,3
188766,0,4,0,2021-01-02 6:47,-1.2904785,36.7400866,4
188776,0,6,0,2021-01-02 6:50,-1.2904134,36.7401149,6
188784,0,2,0,2021-01-02 6:52,-1.2349267,36.7487883,2
188796,0,3,1,2021-01-02 6:54,-1.2904182,36.7401235,4
188801,0,3,0,2021-01-02 6:55,-1.2903947,36.7401455,3
188823,0,0,1,2021-01-02 6:59,-1.2104533,36.8971117,1
188827,0,10,0,2021-01-02 6:59,-1.275275,36.7552867,10
188830,0,2,0,2021-01-02 7:00,-1.2904367,36.74015,2
188841,0,5,0,2021-01-02 7:01,-1.2792333,36.7468833,5
188843,0,3,0,2021-01-02 7:02,-1.2748199,36.7581601,3
188850,0,46,2,2021-01-02 7:03,-1.2718533,36.746455,48
188854,0,4,0,2021-01-02 7:04,-1.2904576,36.7401498,4
188866,0,1,0,2021-01-02 7:05,-1.2904433,36.7400933,1
188875,0,7,2,2021-01-02 7:08,-1.2904134,36.7401149,9
188880,1,3,0,2021-01-02 7:09,-1.2344466,36.7464468,4
188885,0,1,0,2021-01-02 7:11,-1.290403,36.740142,1
188941,0,52,4,2021-01-02 7:26,-1.290429,36.740115,56
188952,0,2,0,2021-01-02 7:29,-1.29046,36.7401383,2
188964,0,0,2,2021-01-02 7:32,-1.2839864,36.7289113,2
188977,0,3,0,2021-01-02 7:34,-1.2079714,36.8745086,3
188983,2,10,0,2021-01-02 7:35,-1.29053,36.7400867,12
188994,0,13,0,2021-01-02 7:36,-1.2079714,36.8745086,13
189030,0,7,2,2021-01-02 7:42,-1.2841384,36.7293136,9
189049,0,12,1,2021-01-02 7:45,-1.2906211,36.7400024,13
189060,0,2,0,2021-01-02 7:48,-1.267845,36.751515,2
189068,0,11,1,2021-01-02 7:49,-1.26632,36.7474933,12
189102,0,4,0,2021-01-02 7:52,-1.1873067,36.90968,4
189119,0,8,0,2021-01-02 7:54,-1.266445,36.7472267,8
189142,0,19,0,2021-01-02 7:59,-1.27462,36.7590633,19
189149,0,4,0,2021-01-02 8:01,-1.2744619,36.7591912,4
189162,0,4,2,2021-01-02 8:03,-1.1877167,36.9098014,6
189168,0,7,0,2021-01-02 8:04,-1.266725,36.7458769,7
189171,0,5,0,2021-01-02 8:04,-1.2777133,36.7524434,5
189172,0,9,0,2021-01-02 8:04,-1.211777,36.9035003,9
189179,0,6,0,2021-01-02 8:05,-1.28006667,36.74468167,6
189213,0,1,0,2021-01-02 8:11,-1.26599167,36.749035,1
189240,0,1,0,2021-01-02 8:16,-1.1877781,36.909988,1
189259,0,5,0,2021-01-02 8:20,-1.1994067,36.9123617,5
189335,0,3,0,2021-01-02 8:34,-1.27304,36.7437667,3
189343,0,1,0,2021-01-02 8:36,-1.2117267,36.9034817,1
189345,0,4,0,2021-01-02 8:37,-1.2118367,36.90346,4
189364,0,3,0,2021-01-02 8:43,-1.2085467,36.9073367,3
189367,0,4,0,2021-01-02 8:44,-1.2789938,36.7250589,4
189378,0,3,1,2021-01-02 8:46,-1.20738,36.9066183,4
189393,0,2,1,2021-01-02 8:49,-1.1995179,36.9031456,3
189408,1,2,0,2021-01-02 8:53,-1.19924,36.9036,3
189426,0,9,0,2021-01-02 8:59,-1.28156,36.7543,9
189433,0,7,0,2021-01-02 8:59,-1.28121,36.7545,7
189439,0,2,0,2021-01-02 9:01,-1.2084977,36.8987353,2
189450,0,6,0,2021-01-02 9:03,-1.21116,36.88762,6
189453,0,2,0,2021-01-02 9:05,-1.2085133,36.8977583,2
189465,0,4,0,2021-01-02 9:08,-1.2816567,36.73691,4
189469,6,0,0,2021-01-02 9:10,-1.2812376,36.7398872,6
189470,0,10,0,2021-01-02 9:11,-1.28133,36.740715,10
189473,0,0,0,2021-01-02 9:11,-1.2075317,36.8950567,0
189482,0,3,0,2021-01-02 9:14,-1.2813419,36.7407917,3
189533,0,6,0,2021-01-02 9:24,-1.2687233,36.75639,6
189548,0,18,4,2021-01-02 9:30,-1.1847447,36.9042668,22
189574,0,2,1,2021-01-02 9:36,-1.2051483,36.8934867,3
189585,0,3,0,2021-01-02 9:36,-1.2852283,36.7455333,3
189593,0,2,0,2021-01-02 9:38,-1.2050317,36.8931517,2
189602,0,11,1,2021-01-02 9:41,-1.1998927,36.9014571,12
189610,0,11,0,2021-01-02 9:43,-1.19982,36.9014,11
189614,0,2,0,2021-01-02 9:44,-1.2100025,36.8741273,2
189616,0,5,0,2021-01-02 9:46,-1.2854,36.745365,5
189622,0,2,0,2021-01-02 9:47,-1.2839167,36.7305502,2
189625,0,0,1,2021-01-02 9:48,-1.283855,36.7305717,1
189629,0,4,0,2021-01-02 9:50,-1.27879,36.7489,4
189634,0,9,1,2021-01-02 9:50,-1.28386748,36.73098755,10
189636,0,8,0,2021-01-02 9:51,-1.2863958,36.7425636,8
189643,0,7,0,2021-01-02 9:53,-1.2843678,36.7319319,7
189652,0,3,0,2021-01-02 9:54,-1.21517336,36.88660812,3
189664,0,3,0,2021-01-02 9:57,-1.21500516,36.88712311,3
189674,0,3,0,2021-01-02 9:59,-1.2841384,36.7293136,3
189697,0,2,3,2021-01-02 10:06,-1.21567,36.8870633,5
189720,0,8,0,2021-01-02 10:10,-1.2392033,36.7267883,8
189738,0,2,0,2021-01-02 10:14,-1.2040782,36.8933137,2
189740,0,3,0,2021-01-02 10:15,-1.20396,36.89444,3
189748,0,2,3,2021-01-02 10:17,-1.21596,36.8864,5
189750,3,4,0,2021-01-02 10:16,-1.2839326,36.7515259,7
189754,0,2,0,2021-01-02 10:16,-1.2904493,36.7400683,2
189755,0,7,0,2021-01-02 10:17,-1.2904367,36.74015,7
189763,0,2,0,2021-01-02 10:19,-1.2040156,36.8943464,2
189769,0,3,2,2021-01-02 10:21,-1.2391484,36.7268154,5
189792,3,9,0,2021-01-02 10:25,-1.289865,36.742155,12
189804,0,1,0,2021-01-02 10:29,-1.2844383,36.7335067,1
189808,0,1,0,2021-01-02 10:30,-1.2843678,36.7319319,1
189811,4,15,0,2021-01-02 10:30,-1.2907354,36.7400044,19
189813,0,4,1,2021-01-02 10:30,-1.28854,36.7448283,5
189817,0,3,0,2021-01-02 10:31,-1.20047593,36.90350342,3
189822,0,3,0,2021-01-02 10:32,-1.206205,36.8935617,3
189824,0,15,0,2021-01-02 10:33,-1.2907267,36.7400983,15
189834,0,0,3,2021-01-02 10:34,-1.19974506,36.90380478,3
189839,0,8,2,2021-01-02 10:36,-1.2163467,36.8900033,10
189842,1,5,0,2021-01-02 10:36,-1.28164256,36.75399017,6
189850,0,2,0,2021-01-02 10:38,-1.28386748,36.73098755,2
189853,0,5,0,2021-01-02 10:40,-1.283855,36.7305717,5
189856,0,12,0,2021-01-02 10:39,-1.2903978,36.7400627,12
189859,0,1,0,2021-01-02 10:39,-1.2907702,36.7398838,1
189866,0,2,1,2021-01-02 10:41,-1.2901883,36.7495817,3
189895,0,5,0,2021-01-02 10:52,-1.2134981,36.8934651,6
189902,0,4,0,2021-01-02 10:53,-1.2828299,36.7594296,4
189938,0,8,0,2021-01-02 11:04,-1.2836348,36.7593234,8
189946,0,2,0,2021-01-02 11:06,-1.181255,36.9065689,2
189947,0,2,0,2021-01-02 11:07,-1.21282864,36.89458466,2
189948,0,3,0,2021-01-02 11:08,-1.2129107,36.8943124,3
189955,0,3,0,2021-01-02 11:09,-1.2904134,36.7401149,3
189966,0,3,0,2021-01-02 11:12,-1.29041,36.7402,3
189967,0,4,0,2021-01-02 11:13,-1.2904658,36.7401859,4
189968,0,3,0,2021-01-02 11:14,-1.2117972,36.9034667,3
189971,1,4,0,2021-01-02 11:13,-1.28156,36.7543,5
189978,0,2,0,2021-01-02 11:15,-1.290335,36.7400583,2
190003,0,3,0,2021-01-02 11:20,-1.290505,36.7402383,3
190013,0,2,0,2021-01-02 11:23,-1.211777,36.9035003,2
190017,0,4,0,2021-01-02 11:24,-1.2694667,36.7611,4
190023,0,3,1,2021-01-02 11:25,-1.2118283,36.9034833,4
190025,0,2,0,2021-01-02 11:26,-1.2118367,36.90346,2
190049,0,7,0,2021-01-02 11:31,-1.2690667,36.7623383,7
190064,0,3,0,2021-01-02 11:34,-1.2798233,36.7559583,3
190095,0,13,0,2021-01-02 11:41,-1.2907702,36.7398838,13
190098,0,2,0,2021-01-02 11:43,-1.2118367,36.90346,2
190101,0,1,0,2021-01-02 11:42,-1.2690811,36.7616264,1
190115,0,1,1,2021-01-02 11:46,-1.2117972,36.9034667,2
190125,0,1,0,2021-01-02 11:48,-1.2117269,36.9034282,1
190177,0,4,0,2021-01-02 11:59,-1.28121,36.7545,4
190204,0,7,0,2021-01-02 12:02,-1.28114998,36.75474548,7
190233,0,4,0,2021-01-02 12:11,-1.2796949,36.7565025,4
190238,0,5,0,2021-01-02 12:11,-1.18422,36.9042,5
190264,0,19,2,2021-01-02 12:19,-1.209155,36.89394,21
190290,0,3,0,2021-01-02 12:27,-1.2904433,36.7400933,3
190295,0,3,0,2021-01-02 12:28,-1.2904493,36.7400683,3
190306,0,5,0,2021-01-02 12:30,-1.2904298,36.7401189,5
190310,0,7,0,2021-01-02 12:31,-1.30173,36.7468517,7
190381,0,11,3,2021-01-02 12:46,-1.29046,36.7401383,14
190387,0,3,1,2021-01-02 12:47,-1.2904298,36.7401189,4
190388,2,13,0,2021-01-02 12:49,-1.2091737,36.9011471,16
190403,0,11,0,2021-01-02 12:52,-1.2855567,36.74341,11
190405,0,3,0,2021-01-02 12:52,-1.298115,36.75143167,3
190412,0,9,0,2021-01-02 12:54,-1.2904395,36.7401927,9
190414,0,3,0,2021-01-02 12:54,-1.29828,36.7525,3
190444,0,6,0,2021-01-02 12:59,-1.1846641,36.9038942,6
190463,0,3,0,2021-01-02 13:02,-1.2904395,36.7401927,3
190483,0,19,0,2021-01-02 13:07,-1.1817228,36.9052974,19
190486,0,20,0,2021-01-02 13:09,-1.27304,36.7437667,20
190496,0,1,0,2021-01-02 13:12,-1.2905,36.7402383,1
190536,0,18,6,2021-01-02 13:23,-1.2064709,36.8943381,24
190555,0,0,1,2021-01-02 13:26,-1.2857983,36.7430217,1
190578,0,6,0,2021-01-02 13:32,-1.2907708,36.7395889,6
190582,0,8,0,2021-01-02 13:31,-1.2906112,36.7396906,8
190597,0,15,0,2021-01-02 13:36,-1.29041,36.7402,15
190603,0,1,2,2021-01-02 13:35,-1.2839326,36.7515259,3
190608,0,5,1,2021-01-02 13:37,-1.2839326,36.7515259,6
190610,0,30,0,2021-01-02 13:38,-1.2861113,36.7427133,30
190613,0,5,0,2021-01-02 13:40,-1.2846417,36.7513067,5
190621,0,2,0,2021-01-02 13:43,-1.2854016,36.751511,2
190657,0,2,0,2021-01-02 13:52,-1.2834256,36.7521805,2
190658,0,60,5,2021-01-02 13:52,-1.2941706,36.7399247,65
190673,0,4,0,2021-01-02 13:55,-1.2904538,36.7398861,4
190674,0,2,0,2021-01-02 13:56,-1.2906211,36.7400024,2
190681,0,2,0,2021-01-02 13:57,-1.290335,36.7400583,2
190684,0,3,0,2021-01-02 13:58,-1.2904493,36.7400683,3
190690,0,6,0,2021-01-02 13:59,-1.2904493,36.7400683,6
190696,0,2,0,2021-01-02 13:59,-1.2907708,36.7395889,2
190702,0,2,0,2021-01-02 14:01,-1.29053,36.7400867,2
190715,1,0,0,2021-01-02 14:03,-1.29046,36.7401383,1
190716,0,10,0,2021-01-02 14:04,-1.27876833,36.74894167,10
190731,0,1,0,2021-01-02 14:05,-1.2907354,36.7400044,1
190744,0,11,0,2021-01-02 14:07,-1.2904182,36.7401235,11
190753,0,10,0,2021-01-02 14:09,-1.27879,36.7489,10
190756,0,3,1,2021-01-02 14:09,-1.2903947,36.7401455,4
190759,0,11,0,2021-01-02 14:10,-1.27878833,36.7489,11
190765,0,5,1,2021-01-02 14:11,-1.290495,36.7401967,6
190769,0,4,0,2021-01-02 14:13,-1.290505,36.7402383,4
190781,1,0,0,2021-01-02 14:16,-1.2783144,36.7505053,1
190823,0,2,0,2021-01-02 14:26,-1.2119204,36.9035341,2
190915,0,0,1,2021-01-02 14:44,-1.2153817,36.82379,1
190917,0,0,1,2021-01-02 14:45,-1.2163634,36.8233032,1
190950,0,6,0,2021-01-02 14:53,-1.21632,36.823405,6
191028,0,6,0,2021-01-02 15:12,-1.290403,36.740142,6
191029,0,13,0,2021-01-02 15:14,-1.2905,36.7402383,13
191049,0,0,2,2021-01-02 15:18,-1.29041,36.7402,2
191087,3,3,0,2021-01-02 15:26,-1.1853883,36.9062583,6
191092,0,5,0,2021-01-02 15:27,-1.27966,36.756765,5
191147,0,0,0,2021-01-02 15:39,-1.2904493,36.7400683,0
191152,0,3,0,2021-01-02 15:40,-1.2906211,36.7400024,3
191164,0,7,0,2021-01-02 15:41,-1.2906112,36.7396906,7
191172,0,6,0,2021-01-02 15:43,-1.290335,36.7400583,6
191175,0,6,0,2021-01-02 15:43,-1.2907267,36.7400983,6
191180,0,2,0,2021-01-02 15:45,-1.2904134,36.7401149,2
191185,0,2,0,2021-01-02 15:45,-1.2904683,36.7401733,2
191187,0,2,0,2021-01-02 15:46,-1.2913499,36.7398467,2
191196,0,3,2,2021-01-02 15:47,-1.2903978,36.7400627,5
191200,0,2,0,2021-01-02 15:48,-1.29046,36.7401383,2
191207,0,6,0,2021-01-02 15:51,-1.2904182,36.7401235,6
191218,0,1,0,2021-01-02 15:55,-1.290495,36.7401967,1
191237,1,2,0,2021-01-02 16:00,-1.2904785,36.7400866,3
191304,0,6,0,2021-01-02 16:17,-1.2920639,36.7400274,6
191309,0,13,0,2021-01-02 16:19,-1.2907267,36.7400983,13
191317,0,6,0,2021-01-02 16:19,-1.2803483,36.755195,6
191319,0,5,0,2021-01-02 16:20,-1.29041,36.7402,5
191327,0,5,0,2021-01-02 16:22,-1.2905,36.7402383,5
191332,0,7,0,2021-01-02 16:25,-1.289882,36.7396906,7
191341,0,4,0,2021-01-02 16:27,-1.2918177,36.7400375,4
